sku,qty,is_in_stock,price
I0078501,0,0,165.6
I0078502,0,0,165.6
I0078503,0,0,165.6
I0078504,0,0,13.8
I0078505,0,0,13.8
I0078506,0,0,13.8
I0078507,0,0,13.8
I0078508,0,0,13.8
I0078509,0,0,13.8
I0078510,0,0,13.8
I0078511,0,0,13.8
I0078512,0,0,13.8
I0078513,22,1,6.9
I0078514,89,1,19.32
I0078515,3,1,7.59
I0078516,0,0,17.43
I0078517,0,0,14.34
I0078518,0,0,10.97
I0078519,0,0,15.18
I0078520,0,0,26.22
I0078521,0,0,6.9
I0078522,0,0,3.45
I0078523,0,0,13.34
I0078524,0,0,12.42
I0078525,0,0,13.11
I0078526,0,0,4.35
I0078527,0,0,1.38
I0078528,0,0,13.25
I0078529,0,0,12.42
I0078530,0,0,16.56
I0078531,0,0,11.04
I0078532,0,0,11.04
I0078533,0,0,11.04
I0078534,0,0,13.8
I0078535,0,0,20.7
I0078536,0,0,26.22
I0078537,0,0,26.22
I0078538,0,0,26.91
I0078539,0,0,36.64
I0078540,0,0,1.04
I0078541,0,0,34.21
I0078542,0,0,27.59
I0078543,0,0,2.29
I0078544,0,0,0.95
I0078545,0,0,1.04
I0078546,0,0,13.11
I0078547,0,0,4.14
I0078548,0,0,2.35
I0078549,0,0,2.35
I0078550,0,0,8.28
I0078551,0,0,44.16
I0078552,0,0,11.04
I0078553,0,0,1.38
I0078554,0,0,37.26
I0078555,0,0,17.66
I0078556,0,0,8.28
I0078557,0,0,7.59
I0078558,0,0,6.21
I0078559,0,0,62.93
I0078560,0,0,11.98
I0078561,0,0,4.47
I0078562,0,0,3.11
I0078563,0,0,13.72
I0078564,0,0,37.25
I0078565,0,0,4.8
I0078566,0,0,11.04
I0078567,0,0,7.73
I0078568,0,0,18.19
I0078569,0,0,7.16
I0078570,0,0,55.86
I0078571,0,0,552
I0078572,0,0,552
I0078573,0,0,2.35
I0078574,0,0,18.75
I0078575,0,0,11.59
I0078576,0,0,13.25
I0078577,0,0,48.44
I0078578,0,0,44.15
I0078579,0,0,76.16
I0078580,0,0,4.14
I0078581,0,0,4.14
I0078582,0,0,12.9
I0078583,0,0,23.46
I0078584,0,0,10.64
I0078585,0,0,9.45
I0078586,0,0,7.25
I0078587,0,0,10.01
I0078588,0,0,16.59
I0078589,0,0,33.33
I0078590,0,0,40.54
I0078591,0,0,44.51
I0078592,0,0,48.13
I0078593,0,0,22.36
I0078594,0,0,27.61
I0078595,0,0,5.3
I0078596,0,0,4.75
I0078597,0,0,23.96
I0078598,0,0,22.55
I0078599,0,0,1.73
I0078600,0,0,26.14
I0078601,0,0,24.84
I0078602,0,0,10.35
I0078603,0,0,34.91
I0078604,0,0,33.62
I0078605,0,0,29.97
I0078606,0,0,26.14
I0078607,0,0,9.85
I0078608,0,0,16.96
I0078609,0,0,29.97
I0078610,0,0,26.14
I0078611,0,0,21.09
I0078612,0,0,38.41
I0078613,0,0,21.53
I0078614,0,0,23.5
I0078615,0,0,5.8
I0078616,0,0,16.56
I0078617,0,0,14.46
I0078618,0,0,11.4
I0078619,0,0,5.18
I0078620,0,0,12.42
I0078621,0,0,10.7
I0078622,0,0,2.04
I0078623,0,0,2.73
I0078624,0,0,53.88
I0078625,0,0,15.18
I0078626,0,0,31.4
I0078627,0,0,19.67
I0078628,0,0,14.84
I0078629,0,0,11.73
I0078630,0,0,13.66
I0078631,0,0,6.21
I0078632,0,0,6.21
I0078633,0,0,15.84
I0078634,0,0,10.87
I0078635,0,0,10.87
I0078636,0,0,9.32
I0078637,0,0,9.32
I0078638,0,0,40.6
I0078639,0,0,17.76
I0078640,0,0,22.2
I0078641,0,0,17.76
I0078642,0,0,19.68
I0078643,0,0,19.68
I0078644,0,0,13.33
I0078645,0,0,21.25
I0078646,0,0,34.9
I0078647,0,0,20.95
I0078648,0,0,35.52
I0078649,0,0,7.62
I0078650,0,0,25.38
I0078651,0,0,24.11
I0078652,0,0,15.87
I0078653,0,0,36.17
I0078654,0,0,19.03
I0078655,0,0,22.2
I0078656,0,0,6.65
I0078657,0,0,29.19
I0078658,0,0,16.49
I0078659,0,0,15.87
I0078660,0,0,10.16
I0078661,0,0,7.62
I0078662,0,0,15.22
I0078663,0,0,19.03
I0078664,0,0,16.49
I0078665,0,0,15.22
I0078666,0,0,25.38
I0078667,0,0,14.6
I0078668,0,0,18.41
I0078669,0,0,36.17
I0078670,0,0,22.84
I0078671,0,0,20.3
I0078672,0,0,16.49
I0078673,0,0,15.22
I0078674,0,0,60.91
I0078675,0,0,25.38
I0078676,0,0,34.9
I0078677,0,0,25.38
I0078678,0,0,44.41
I0078679,0,0,22.2
I0078680,0,0,23.47
I0078681,0,0,15.87
I0078682,0,0,12.68
I0078683,0,0,24.11
I0078684,0,0,19.03
I0078685,0,0,19.68
I0078686,0,0,22.84
I0078687,0,0,15.22
I0078688,0,0,10.16
I0078689,0,0,15.87
I0078690,0,0,23.47
I0078691,0,0,33
I0078692,0,0,22.84
I0078693,0,0,25.38
I0078694,0,0,12.06
I0078695,0,0,50.76
I0078696,0,0,69.8
I0078697,0,0,13.33
I0078698,0,0,13.58
I0078699,0,0,31.73
I0078700,0,0,23.47
I0078701,0,0,19.03
I0078702,0,0,31.73
I0078703,0,0,19.03
I0078704,0,0,29.19
I0078705,0,0,40.6
I0078706,0,0,24.11
I0078707,0,0,40.6
I0078708,0,0,31.73
I0078709,0,0,25.38
I0078710,0,0,50.76
I0078711,0,0,27.92
I0078712,0,0,20.3
I0078713,0,0,55.83
I0078714,0,0,24.11
I0078715,0,0,21.57
I0078716,0,0,20.3
I0078717,0,0,25.38
I0078718,0,0,12.42
I0078719,0,0,1.93
I0078720,0,0,5.81
I0078721,0,0,5.81
I0078722,0,0,4.18
I0078723,0,0,4.18
I0078724,0,0,4.25
I0078725,0,0,5.33
I0078726,0,0,4.11
I0078727,0,0,5.38
I0078728,0,0,7.87
I0078729,0,0,14.49
I0078730,0,0,11.73
I0078731,0,0,22.77
I0078732,0,0,18.98
I0078733,0,0,3.73
I0078734,0,0,6.9
I0078735,0,0,165.6
I0078736,0,0,165.6
I0078737,0,0,69
I0078738,0,0,69
I0078739,0,0,5.52
I0078740,0,0,5.52
I0078741,0,0,5.52
I0078742,0,0,13.8
I0078743,0,0,13.8
I0078744,0,0,13.8
I0078745,0,0,13.8
I0078746,0,0,13.8
I0078747,0,0,13.8
I0078748,0,0,13.8
I0078749,0,0,13.8
I0078750,0,0,13.8
I0078751,0,0,13.8
I0078752,0,0,13.8
I0078753,0,0,13.8
I0078754,0,0,13.8
I0078755,0,0,13.8
I0078756,0,0,13.8
I0078757,17,1,6.9
I0078758,16,1,24.84
I0078759,-3,0,16.56
I0078760,30,1,13.8
I0078761,12,1,13.11
I0078762,-2,0,24.15
I0078763,1,1,4.83
I0078764,1,1,12.42
I0078765,1,1,103.5
I0078766,7,1,71.76
I0078767,0,0,20.7
I0078768,3,1,24.84
I0078769,477,1,8.97
I0078770,3,1,3.84
I0078771,0,0,4.8
I0078772,0,0,4.14
I0078773,0,0,4.14
I0078774,0,0,16.56
I0078775,0,0,13.8
I0078776,0,0,16.56
I0078777,0,0,10.35
I0078778,0,0,10.35
I0078779,0,0,11.04
I0078780,0,0,13.8
I0078781,0,0,13.8
I0078782,0,0,16.56
I0078783,0,0,13.11
I0078784,0,0,14.49
I0078785,0,0,16.91
I0078786,0,0,16.91
I0078787,0,0,16.91
I0078788,0,0,16.91
I0078789,0,0,16.91
I0078790,0,0,16.91
I0078791,0,0,16.91
I0078792,0,0,16.91
I0078793,0,0,10.7
I0078794,0,0,10.7
I0078795,0,0,10.7
I0078796,0,0,10.7
I0078797,0,0,10.7
I0078798,0,0,10.7
I0078799,0,0,10.7
I0078800,0,0,10.7
I0078801,0,0,9.32
I0078802,0,0,7.25
I0078803,0,0,20.36
I0078804,0,0,20.36
I0078805,0,0,20.36
I0078806,0,0,20.36
I0078807,0,0,20.36
I0078808,0,0,20.36
I0078809,0,0,20.36
I0078810,0,0,20.36
I0078811,0,0,20.36
I0078812,0,0,20.36
I0078813,0,0,20.36
I0078814,0,0,16.22
I0078815,0,0,16.22
I0078816,0,0,16.22
I0078817,0,0,16.22
I0078818,0,0,16.22
I0078819,0,0,16.22
I0078820,0,0,16.22
I0078821,0,0,16.22
I0078822,0,0,16.22
I0078823,0,0,16.22
I0078824,0,0,16.22
I0078825,0,0,16.22
I0078826,0,0,12.77
I0078827,0,0,12.77
I0078828,0,0,12.77
I0078829,0,0,12.77
I0078830,0,0,12.77
I0078831,0,0,12.77
I0078832,0,0,12.77
I0078833,0,0,12.77
I0078834,0,0,12.77
I0078835,0,0,12.77
I0078836,0,0,12.77
I0078837,0,0,12.77
I0078838,0,0,7.94
I0078839,0,0,16.22
I0078840,0,0,16.22
I0078841,0,0,16.22
I0078842,0,0,16.22
I0078843,0,0,16.22
I0078844,0,0,16.22
I0078845,0,0,16.22
I0078846,0,0,16.22
I0078847,0,0,14.15
I0078848,0,0,14.15
I0078849,0,0,18.98
I0078850,0,0,14.84
I0078851,0,0,10.7
I0078852,0,0,18.98
I0078853,0,0,18.98
I0078854,0,0,10.7
I0078855,0,0,6.56
I0078856,0,0,6.56
I0078857,0,0,6.56
I0078858,0,0,28.64
I0078859,0,0,23.12
I0078860,0,0,16.22
I0078861,0,0,10.7
I0078862,0,0,10.7
I0078863,0,0,16.91
I0078864,0,0,16.91
I0078865,0,0,16.91
I0078866,0,0,16.91
I0078867,0,0,16.91
I0078868,0,0,16.91
I0078869,0,0,16.91
I0078870,0,0,16.91
I0078871,0,0,16.91
I0078872,0,0,16.91
I0078873,0,0,5.87
I0078874,0,0,5.87
I0078875,0,0,5.87
I0078876,0,0,16.22
I0078877,0,0,16.22
I0078878,0,0,16.22
I0078879,0,0,16.22
I0078880,0,0,10.35
I0078881,0,0,10.35
I0078882,0,0,10.35
I0078883,0,0,10.35
I0078884,0,0,9.32
I0078885,0,0,9.32
I0078886,0,0,9.32
I0078887,0,0,6.56
I0078888,0,0,6.56
I0078889,0,0,6.56
I0078890,0,0,9.32
I0078891,0,0,9.32
I0078892,0,0,12.08
I0078893,0,0,12.08
I0078894,0,0,12.08
I0078895,0,0,13.46
I0078896,0,0,13.46
I0078897,0,0,13.46
I0078898,0,0,13.46
I0078899,0,0,13.46
I0078900,0,0,13.46
I0078901,0,0,12.08
I0078902,0,0,12.08
I0078903,0,0,12.08
I0078904,0,0,12.08
I0078905,0,0,12.08
I0078906,0,0,12.08
I0078907,0,0,12.08
I0078908,0,0,12.08
I0078909,0,0,10.01
I0078910,0,0,10.01
I0078911,0,0,10.01
I0078912,0,0,10.01
I0078913,0,0,10.01
I0078914,0,0,10.01
I0078915,0,0,10.01
I0078916,0,0,10.7
I0078917,0,0,10.7
I0078918,0,0,10.7
I0078919,0,0,10.7
I0078920,0,0,10.7
I0078921,0,0,10.7
I0078922,0,0,10.7
I0078923,0,0,10.7
I0078924,0,0,7.94
I0078925,0,0,7.94
I0078926,0,0,7.94
I0078927,0,0,7.94
I0078928,0,0,7.94
I0078929,0,0,7.94
I0078930,0,0,7.94
I0078931,0,0,7.94
I0078932,0,0,20.7
I0078933,0,0,5.52
I0078934,0,0,0.01
I0078935,0,0,165.6
I0078936,0,0,165.6
I0078937,0,0,165.6
I0078938,0,0,165.6
I0078939,0,0,165.6
I0078940,0,0,165.6
I0078941,0,0,165.6
I0078942,14,1,165.6
I0078943,1,1,19.32
I0078944,1,1,19.32
I0078945,1,1,19.32
I0078946,1,1,19.32
I0078947,1,1,27.6
I0078948,1,1,27.6
I0078949,1,1,27.6
I0078950,0,0,3.96
I0078951,0,0,165.6
I0078952,0,0,5.77
I0078953,0,0,3.84
I0078954,0,0,25.88
I0078955,0,0,25.88
I0078956,0,0,25.88
I0078957,0,0,25.88
I0078958,0,0,25.88
I0078959,0,0,23.12
I0078960,0,0,8.78
I0078961,0,0,10.52
I0078962,0,0,8.78
I0078963,0,0,11.01
I0078964,0,0,8.78
I0078965,0,0,11.01
I0078966,0,0,10.52
I0078967,0,0,9.11
I0078968,0,0,9.11
I0078969,0,0,14.08
I0078970,0,0,4.42
I0078971,0,0,4.42
I0078972,0,0,4.42
I0078973,0,0,4.42
I0078974,0,0,4.42
I0078975,0,0,4.42
I0078976,0,0,4.42
I0078977,0,0,4.42
I0078978,0,0,165.6
I0078979,0,0,165.6
I0078980,0,0,165.6
I0078981,0,0,165.6
I0078982,0,0,165.6
I0078983,0,0,165.6
I0078984,0,0,165.6
I0078985,0,0,165.6
I0078986,0,0,165.6
I0078987,0,0,165.6
I0078988,0,0,41.4
I0078989,0,0,2.76
I0078990,0,0,2.76
I0078991,0,0,6.9
I0078992,0,0,3.88
I0078993,0,0,3.85
I0078994,0,0,1.09
I0078995,0,0,1.81
I0078996,0,0,1.12
I0078997,0,0,3.24
I0078998,0,0,0.99
I0078999,0,0,0.54
I0079000,0,0,0.95
I0079001,0,0,2.42
I0079002,0,0,13.8
I0079003,0,0,13.8
I0079004,0,0,13.8
I0079005,0,0,8.63
I0079006,0,0,4.13
I0079007,0,0,4.13
I0079008,0,0,2.42
I0079009,0,0,2.42
I0079010,0,0,2.42
I0079011,0,0,2.42
I0079012,0,0,4.13
I0079013,0,0,4.13
I0079014,0,0,4.13
I0079015,0,0,2.42
I0079016,0,0,4.13
I0079017,0,0,4.13
I0079018,4,1,56.58
I0079019,0,0,165.6
I0079020,0,0,165.6
I0079021,0,0,235.79
I0079022,0,0,282.75
I0079023,0,0,34.5
I0079024,0,0,6.9
I0079025,0,0,3.45
I0079026,0,0,165.6
I0079027,0,0,165.6
I0079028,0,0,165.6
I0079029,0,0,165.6
I0079030,0,0,165.6
I0079031,0,0,12.56
I0079032,0,0,9.01
I0079033,0,0,11.25
I0079034,0,0,12.42
I0079035,0,0,11.07
I0079036,0,0,9.07
I0079037,0,0,11.34
I0079038,0,0,11.61
I0079039,0,0,7.29
I0079040,0,0,7.85
I0079041,0,0,7.05
I0079042,0,0,7.56
I0079043,0,0,7.56
I0079044,0,0,10.23
I0079045,0,0,4.18
I0079046,0,0,3.09
I0079047,0,0,3.67
I0079048,0,0,15.39
I0079049,0,0,7.15
I0079050,0,0,12.23
I0079051,0,0,7.42
I0079052,0,0,8.49
I0079053,0,0,21.05
I0079054,0,0,21.05
I0079055,0,0,21.05
I0079056,0,0,21.05
I0079057,0,0,10.7
I0079058,0,0,11.04
I0079059,0,0,36.71
I0079060,0,0,25.31
I0079061,0,0,30.77
I0079062,0,0,22.67
I0079063,0,0,34.2
I0079064,0,0,17.65
I0079065,0,0,21.87
I0079066,0,0,11.34
I0079067,0,0,26.73
I0079068,0,0,13.36
I0079069,0,0,20.24
I0079070,0,0,20.38
I0079071,0,0,10.67
I0079072,0,0,11.91
I0079073,0,0,18.24
I0079074,0,0,16.68
I0079075,0,0,15.95
I0079076,0,0,13.63
I0079077,0,0,14.63
I0079078,0,0,11.04
I0079079,0,0,8.28
I0079080,0,0,12.08
I0079081,0,0,11.04
I0079082,0,0,17.94
I0079083,0,0,11.39
I0079084,0,0,5.52
I0079085,0,0,12.42
I0079086,0,0,16.55
I0079087,0,0,42.78
I0079088,0,0,48.3
I0079089,0,0,8.97
I0079090,0,0,16.22
I0079091,0,0,48.56
I0079092,0,0,8.97
I0079093,0,0,57.39
I0079094,0,0,22.08
I0079095,0,0,29.79
I0079096,0,0,2.86
I0079097,0,0,8.28
I0079098,0,0,19.32
I0079099,0,0,3.45
I0079100,0,0,13.23
I0079101,0,0,13.23
I0079102,0,0,12.42
I0079103,0,0,22.08
I0079104,0,0,30.36
I0079105,0,0,14.49
I0079106,0,0,14.34
I0079107,0,0,28.69
I0079108,0,0,8.28
I0079109,0,0,19.32
I0079110,0,0,24.27
I0079111,0,0,16.99
I0079112,0,0,19.32
I0079113,0,0,9.66
I0079114,0,0,9.37
I0079115,0,0,7.71
I0079116,0,0,6.56
I0079117,0,0,44.15
I0079118,0,0,35.65
I0079119,0,0,6.56
I0079120,0,0,9.66
I0079121,0,0,16.01
I0079122,0,0,9.81
I0079123,0,0,13.8
I0079124,0,0,8.69
I0079125,0,0,35.88
I0079126,0,0,13.8
I0079127,0,0,20.7
I0079128,0,0,10.03
I0079129,0,0,24.16
I0079130,0,0,6.9
I0079131,0,0,14.57
I0079132,0,0,12.42
I0079133,0,0,34.5
I0079134,0,0,19.32
I0079135,0,0,7.71
I0079136,0,0,15.18
I0079137,0,0,15.18
I0079138,0,0,13.8
I0079139,0,0,11.04
I0079140,0,0,7.59
I0079141,0,0,14.34
I0079142,0,0,33.12
I0079143,0,0,23.46
I0079144,0,0,50.77
I0079145,0,0,41.94
I0079146,0,0,6.61
I0079147,0,0,30.36
I0079148,0,0,24.84
I0079149,0,0,9.27
I0079150,0,0,14.57
I0079151,0,0,8.97
I0079152,0,0,7.18
I0079153,0,0,6.56
I0079154,0,0,44.85
I0079155,0,0,12.77
I0079156,0,0,31.45
I0079157,0,0,15.87
I0079158,0,0,13.8
I0079159,0,0,13.8
I0079160,0,0,20.01
I0079161,0,0,30.36
I0079162,0,0,8.82
I0079163,0,0,13.8
I0079164,0,0,13.8
I0079165,0,0,41.4
I0079166,0,0,24.84
I0079167,0,0,14.49
I0079168,0,0,17.94
I0079169,0,0,34.5
I0079170,0,0,13.23
I0079171,0,0,24.84
I0079172,0,0,40.02
I0079173,0,0,14.35
I0079174,0,0,19.73
I0079175,0,0,11.59
I0079176,0,0,18.63
I0079177,0,0,16.56
I0079178,0,0,16.56
I0079179,0,0,6.56
I0079180,0,0,22.07
I0079181,0,0,19.32
I0079182,0,0,41.5
I0079183,0,0,45.54
I0079184,0,0,9.92
I0079185,0,0,6.9
I0079186,0,0,13.8
I0079187,0,0,25.93
I0079188,0,0,17.65
I0079189,0,0,41.4
I0079190,0,0,8.28
I0079191,0,0,20.7
I0079192,0,0,43.47
I0079193,0,0,49.68
I0079194,0,0,5.29
I0079195,0,0,4.83
I0079196,0,0,42.78
I0079197,0,0,19.32
I0079198,0,0,27.6
I0079199,0,0,31.74
I0079200,0,0,20.7
I0079201,0,0,38.64
I0079202,0,0,36.57
I0079203,0,0,56.58
I0079204,0,0,9.66
I0079205,0,0,26.22
I0079206,0,0,20.7
I0079207,0,0,4.49
I0079208,0,0,4.14
I0079209,0,0,4.83
I0079210,0,0,39.73
I0079211,0,0,41.4
I0079212,0,0,13.8
I0079213,0,0,9.66
I0079214,0,0,38.64
I0079215,0,0,38.64
I0079216,0,0,11.04
I0079217,0,0,11.73
I0079218,0,0,13.11
I0079219,0,0,7.59
I0079220,0,0,8.97
I0079221,0,0,17.25
I0079222,0,0,13.8
I0079223,0,0,13.11
I0079224,0,0,44.16
I0079225,0,0,13.8
I0079226,0,0,10.35
I0079227,0,0,12.42
I0079228,0,0,14.49
I0079229,0,0,22.08
I0079230,0,0,12.08
I0079231,0,0,27.6
I0079232,0,0,28.98
I0079233,0,0,24.84
I0079234,0,0,6.21
I0079235,0,0,39.33
I0079236,0,0,6.9
I0079237,0,0,6.9
I0079238,0,0,7.94
I0079239,0,0,6.9
I0079240,0,0,6.9
I0079241,0,0,6.9
I0079242,0,0,6.9
I0079243,0,0,20.7
I0079244,0,0,20.36
I0079245,0,0,15.18
I0079246,0,0,24.84
I0079247,0,0,33.81
I0079248,0,0,6.9
I0079249,0,0,15.87
I0079250,0,0,13.8
I0079251,0,0,6.9
I0079252,0,0,23.46
I0079253,0,0,11.39
I0079254,0,0,41.4
I0079255,0,0,43.04
I0079256,0,0,3.24
I0079257,0,0,3.24
I0079258,0,0,19.32
I0079259,0,0,15.18
I0079260,0,0,12.42
I0079261,0,0,21.39
I0079262,0,0,23.46
I0079263,0,0,28.29
I0079264,0,0,31.74
I0079265,0,0,30.36
I0079266,0,0,33.12
I0079267,0,0,11.04
I0079268,0,0,12.42
I0079269,0,0,13.8
I0079270,0,0,32.43
I0079271,0,0,13.11
I0079272,0,0,6.9
I0079273,0,0,10.35
I0079274,0,0,9.66
I0079275,0,0,13.8
I0079276,0,0,33.81
I0079277,0,0,28.14
I0079278,0,0,41.94
I0079279,0,0,106.52
I0079280,0,0,37.95
I0079281,0,0,5.18
I0079282,0,0,49.68
I0079283,0,0,17.25
I0079284,0,0,8.28
I0079285,0,0,15.18
I0079286,0,0,16.56
I0079287,0,0,10.35
I0079288,0,0,24.84
I0079289,0,0,51.06
I0079290,0,0,28.98
I0079291,0,0,23.46
I0079292,0,0,23.46
I0079293,0,0,13.8
I0079294,0,0,17.94
I0079295,0,0,29.79
I0079296,0,0,23.46
I0079297,0,0,60.72
I0079298,0,0,34.5
I0079299,0,0,24.84
I0079300,0,0,26.48
I0079301,0,0,43.59
I0079302,0,0,57.96
I0079303,0,0,2.76
I0079304,0,0,10.35
I0079305,0,0,6.9
I0079306,0,0,11.73
I0079307,0,0,11.04
I0079308,0,0,28.98
I0079309,0,0,41.4
I0079310,0,0,8.82
I0079311,0,0,6.69
I0079312,0,0,4.83
I0079313,0,0,24.84
I0079314,0,0,25.53
I0079315,0,0,18.63
I0079316,3,1,46.92
I0079317,0,0,15.18
I0079318,0,0,62.1
I0079319,0,0,57.96
I0079320,0,0,4.14
I0079321,0,0,3.45
I0079322,0,0,12.42
I0079323,0,0,20.98
I0079324,0,0,17.94
I0079325,0,0,6.21
I0079326,0,0,30.36
I0079327,0,0,22.77
I0079328,0,0,4.83
I0079329,0,0,42.78
I0079330,0,0,12.42
I0079331,0,0,13.8
I0079332,0,0,13.11
I0079333,0,0,13.11
I0079334,0,0,5.87
I0079335,0,0,7.25
I0079336,0,0,5.52
I0079337,0,0,5.52
I0079338,0,0,20.7
I0079339,0,0,5.52
I0079340,0,0,34.5
I0079341,0,0,55.2
I0079342,0,0,26.91
I0079343,0,0,48.3
I0079344,0,0,2.9
I0079345,0,0,115.92
I0079346,0,0,16.56
I0079347,0,0,17.94
I0079348,0,0,23.46
I0079349,0,0,38.64
I0079350,0,0,55.2
I0079351,0,0,41.4
I0079352,0,0,11.04
I0079353,0,0,9.32
I0079354,0,0,4.14
I0079355,0,0,6.56
I0079356,0,0,15.87
I0079357,0,0,13.8
I0079358,5,1,16.56
I0079359,0,0,9.92
I0079360,0,0,11.03
I0079361,0,0,11.04
I0079362,-1,0,13.11
I0079363,0,0,20.7
I0079364,0,0,31.74
I0079365,0,0,26.22
I0079366,0,0,33.81
I0079367,0,0,4.14
I0079368,0,0,57.96
I0079369,0,0,51.06
I0079370,0,0,48.3
I0079371,0,0,14.35
I0079372,0,0,23.18
I0079373,0,0,23.46
I0079374,0,0,6.21
I0079375,0,0,15.18
I0079376,0,0,24.84
I0079377,0,0,49.68
I0079378,0,0,13.8
I0079379,0,0,13.8
I0079380,0,0,27.6
I0079381,0,0,21.39
I0079382,0,0,15.18
I0079383,0,0,6.9
I0079384,0,0,20.7
I0079385,0,0,16.56
I0079386,0,0,20.01
I0079387,0,0,9.66
I0079388,0,0,11.04
I0079389,0,0,19.87
I0079390,0,0,14.49
I0079391,0,0,31.74
I0079392,0,0,45.26
I0079393,0,0,8.28
I0079394,0,0,22.08
I0079395,0,0,13.8
I0079396,0,0,11.73
I0079397,0,0,25.39
I0079398,0,0,10.35
I0079399,0,0,18.98
I0079400,0,0,17.94
I0079401,0,0,49.68
I0079402,0,0,16.56
I0079403,0,0,15.18
I0079404,0,0,4.83
I0079405,0,0,57.96
I0079406,0,0,9.66
I0079407,0,0,8.97
I0079408,0,0,20.01
I0079409,0,0,41.4
I0079410,0,0,51.06
I0079411,0,0,45.26
I0079412,0,0,28.7
I0079413,0,0,28.98
I0079414,0,0,26.22
I0079415,0,0,11.73
I0079416,0,0,13.8
I0079417,0,0,31.74
I0079418,0,0,21.05
I0079419,0,0,6.21
I0079420,0,0,19.32
I0079421,0,0,5.52
I0079422,0,0,22.08
I0079423,0,0,13.25
I0079424,0,0,16.56
I0079425,0,0,32.55
I0079426,0,0,28.98
I0079427,0,0,30.91
I0079428,0,0,15.87
I0079429,0,0,17.94
I0079430,0,0,13.11
I0079431,0,0,66.24
I0079432,0,0,24.84
I0079433,0,0,23.46
I0079434,0,0,8.28
I0079435,0,0,3.8
I0079436,0,0,11.04
I0079437,0,0,12.08
I0079438,0,0,3.8
I0079439,0,0,2.76
I0079440,0,0,25.53
I0079441,0,0,11.04
I0079442,0,0,28.29
I0079443,0,0,12.42
I0079444,0,0,55.2
I0079445,0,0,20.7
I0079446,0,0,24.84
I0079447,0,0,20.01
I0079448,0,0,27.6
I0079449,0,0,13.8
I0079450,0,0,16.56
I0079451,0,0,20.7
I0079452,0,0,40.02
I0079453,0,0,40.02
I0079454,0,0,4.14
I0079455,0,0,15.18
I0079456,0,0,33.81
I0079457,0,0,41.95
I0079458,0,0,41.95
I0079459,0,0,38.64
I0079460,0,0,0.69
I0079461,0,0,4.83
I0079462,0,0,20.7
I0079463,0,0,14.49
I0079464,0,0,46.92
I0079465,0,0,31.01
I0079466,0,0,29.24
I0079467,0,0,28.69
I0079468,0,0,23.17
I0079469,0,0,35.31
I0079470,0,0,55.19
I0079471,0,0,43.04
I0079472,0,0,28.29
I0079473,0,0,12.39
I0079474,0,0,4.14
I0079475,0,0,22.08
I0079476,0,0,23.43
I0079477,0,0,7.25
I0079478,0,0,34.5
I0079479,0,0,13.8
I0079480,0,0,17.94
I0079481,0,0,6.07
I0079482,0,0,24.84
I0079483,0,0,60.72
I0079484,0,0,45.54
I0079485,0,0,12.42
I0079486,0,0,49.34
I0079487,0,0,80.04
I0079488,0,0,33.12
I0079489,0,0,12.9
I0079490,0,0,23.46
I0079491,0,0,23.18
I0079492,0,0,25.05
I0079493,0,0,38.71
I0079494,0,0,27.6
I0079495,2,1,27.6
I0079496,0,0,44.16
I0079497,0,0,51.06
I0079498,0,0,53.13
I0079499,0,0,19.32
I0079500,0,0,9.84
I0079501,0,0,3.82
I0079502,0,0,28.98
I0079503,0,0,23.96
I0079504,0,0,24.84
I0079505,0,0,13.03
I0079506,0,0,4.82
I0079507,0,0,69
I0079508,0,0,49.68
I0079509,0,0,27.6
I0079510,0,0,28.98
I0079511,0,0,28.98
I0079512,0,0,27.6
I0079513,0,0,13.8
I0079514,0,0,28.98
I0079515,0,0,49.68
I0079516,0,0,27.6
I0079517,0,0,26.22
I0079518,0,0,20.7
I0079519,0,0,22.08
I0079520,0,0,20.7
I0079521,0,0,28.98
I0079522,0,0,16.56
I0079523,0,0,45.54
I0079524,0,0,39.33
I0079525,0,0,14.49
I0079526,0,0,51.06
I0079527,0,0,102.12
I0079528,0,0,42.88
I0079529,0,0,45.54
I0079530,0,0,36.97
I0079531,0,0,23.56
I0079532,0,0,7.59
I0079533,0,0,8.28
I0079534,0,0,67.62
I0079535,0,0,22.77
I0079536,0,0,20.15
I0079537,0,0,4.14
I0079538,0,0,5.87
I0079539,0,0,4.14
I0079540,0,0,6.9
I0079541,0,0,9.85
I0079542,0,0,9.85
I0079543,0,0,6.9
I0079544,0,0,6.9
I0079545,0,0,6.9
I0079546,0,0,6.49
I0079547,47,1,20.01
I0079548,0,0,6.9
I0079549,0,0,4.14
I0079550,0,0,1.73
I0079551,0,0,27.6
I0079552,0,0,20.7
I0079553,0,0,15.87
I0079554,0,0,9.25
I0079555,0,0,21.39
I0079556,0,0,3.45
I0079557,0,0,17.94
I0079558,0,0,34.5
I0079559,0,0,11.73
I0079560,0,0,102.12
I0079561,0,0,11.04
I0079562,0,0,28.98
I0079563,0,0,40.71
I0079564,0,0,31.74
I0079565,0,0,38.64
I0079566,0,0,41.4
I0079567,0,0,11.73
I0079568,0,0,48.3
I0079569,0,0,27.6
I0079570,0,0,15.18
I0079571,0,0,22.08
I0079572,0,0,59.34
I0079573,0,0,44.16
I0079574,0,0,62.1
I0079575,0,0,15.18
I0079576,0,0,6.21
